ticket_id,created_at,resolved_at,week,issue_type,priority,status,system_name,entity,request_channel,assigned_to,resolution_owner,time_spent_hours,sla_target_hours,change_type
TCK-00676,2026-06-02 01:00:00,,2026-W22,Change Request,P3,In Progress,Quality System,ATD,Service Portal,Engineer 10,Engineer 06,15.08,72,Normal Change
TCK-00677,2026-04-14 10:05:00,2026-04-15 15:05:00,2026-W15,Service Request,P3,Resolved,MES,ATD II,Monitoring,Engineer 18,Engineer 18,20.53,72,NA
TCK-00678,2026-05-29 07:00:00,,2026-W21,Incident,P4,In Progress,WMS,ATD,Phone,Engineer 08,Engineer 11,25.84,120,NA
TCK-00679,2026-04-09 12:39:00,2026-04-10 10:39:00,2026-W14,Change Request,P2,Closed,SAP,ATD II,Monitoring,Engineer 05,Engineer 05,4.24,24,Normal Change
TCK-00680,2026-04-30 13:45:00,2026-05-03 03:45:00,2026-W17,Incident,P3,Closed,Quality System,ATD,Service Portal,Engineer 03,Engineer 03,7.25,72,NA
TCK-00681,2026-06-01 16:00:00,,2026-W22,Service Request,P3,Pending,Finance System,AC,Monitoring,Engineer 13,Engineer 06,14.74,72,NA
TCK-00682,2026-06-03 23:00:00,,2026-W22,Incident,P3,In Progress,SAP,ATD,Service Portal,Engineer 06,Engineer 17,10.06,72,NA
TCK-00683,2026-06-02 07:00:00,,2026-W22,Change Request,P2,Pending,Finance System,ATD II,Teams,Engineer 01,Engineer 07,4.93,24,Standard Change
TCK-00684,2026-06-03 14:00:00,,2026-W22,Change Request,P2,Pending,Finance System,ATJ,Service Portal,Engineer 05,Engineer 12,3.86,24,Standard Change
TCK-00685,2026-04-14 10:34:00,2026-04-16 18:34:00,2026-W15,Change Request,P3,Resolved,AP Portal,ATJ,Email,Engineer 12,Engineer 12,20.43,72,Normal Change
TCK-00686,2026-06-03 07:00:00,,2026-W22,Service Request,P3,Open,Finance System,AC,Service Portal,Engineer 16,Engineer 06,15.02,72,NA
TCK-00687,2026-06-03 23:00:00,,2026-W22,Change Request,P3,In Progress,WMS,ATJ,Teams,Engineer 10,Engineer 06,4.63,72,Emergency Change
TCK-00688,2026-06-02 00:00:00,,2026-W22,Incident,P3,In Progress,Quality System,AC,Monitoring,Engineer 05,Engineer 10,7.43,72,NA
TCK-00689,2026-04-30 13:57:00,2026-05-02 23:57:00,2026-W17,Incident,P4,Closed,AP Portal,ATD,Monitoring,Engineer 03,Engineer 03,18.88,120,NA
TCK-00690,2026-05-27 21:00:00,,2026-W21,Change Request,P3,Pending,MES,ATD,Service Portal,Engineer 13,Engineer 13,11.57,72,Emergency Change
TCK-00691,2026-04-02 15:08:00,2026-04-03 08:08:00,2026-W13,Hot Fix,P2,Closed,WMS,ATD,Service Portal,Engineer 16,Engineer 16,3.34,24,NA
TCK-00692,2026-05-04 15:46:00,2026-05-04 18:46:00,2026-W18,Service Request,P1,Closed,Finance System,ATD,Email,Engineer 14,Engineer 14,0.43,8,NA
TCK-00693,2026-03-21 10:39:00,2026-03-30 00:39:00,2026-W11,Incident,P4,Resolved,Quality System,ATD,Monitoring,Engineer 01,Engineer 01,8.02,120,NA
TCK-00694,2026-04-11 12:20:00,2026-04-14 01:20:00,2026-W14,Incident,P3,Closed,MES,AC,Teams,Engineer 10,Engineer 10,13.55,72,NA
TCK-00695,2026-06-04 13:00:00,,2026-W22,Service Request,P4,In Progress,WMS,ATJ,Service Portal,Engineer 06,Engineer 09,10.73,120,NA
TCK-00696,2026-05-31 06:00:00,,2026-W22,Incident,P3,In Progress,Finance System,ATJ,Teams,Engineer 06,Engineer 05,15.02,72,NA
TCK-00697,2026-06-02 11:16:00,2026-06-03 06:16:00,2026-W22,Service Request,P2,Resolved,SAP,ATD,Service Portal,Engineer 03,Engineer 03,2.79,24,NA
TCK-00698,2026-06-04 00:00:00,,2026-W22,Service Request,P2,Open,SAP,ATD II,Monitoring,Engineer 14,Engineer 08,3.64,24,NA
TCK-00699,2026-06-04 02:00:00,,2026-W22,Hot Fix,P3,Open,SAP,ATD II,Teams,Engineer 15,Engineer 14,11.28,72,NA
TCK-00700,2026-06-01 19:00:00,,2026-W22,Change Request,P3,Open,HR System,AC,Monitoring,Engineer 12,Engineer 09,10.92,72,Emergency Change
TCK-00701,2026-06-01 17:00:00,,2026-W22,Service Request,P3,Open,MES,ATD,Phone,Engineer 13,Engineer 16,11.04,72,NA
TCK-00702,2026-05-26 20:00:00,,2026-W21,Service Request,P3,In Progress,API Gateway,ATD,Service Portal,Engineer 15,Engineer 03,3.65,72,NA
TCK-00703,2026-04-02 13:37:00,2026-04-04 18:37:00,2026-W13,Hot Fix,P4,Resolved,HR System,ATJ,Teams,Engineer 05,Engineer 05,5.54,120,NA
TCK-00704,2026-05-02 13:55:00,2026-05-03 17:55:00,2026-W17,Incident,P4,Resolved,HR System,AC,Service Portal,Engineer 18,Engineer 18,10.63,120,NA
TCK-00705,2026-06-02 19:38:00,,2026-W22,Incident,P4,In Progress,HR System,AC,Email,Engineer 17,Engineer 06,10.58,120,NA
TCK-00706,2026-03-18 09:36:00,2026-03-20 01:36:00,2026-W11,Hot Fix,P2,Closed,HR System,ATJ,Teams,Engineer 09,Engineer 09,3.96,24,NA
TCK-00707,2026-06-04 04:00:00,,2026-W22,Hot Fix,P2,In Progress,SAP,ATD,Teams,Engineer 04,Engineer 14,4.01,24,NA
TCK-00708,2026-05-05 11:59:00,2026-05-06 07:59:00,2026-W18,Service Request,P1,Closed,Quality System,AC,Teams,Engineer 09,Engineer 09,1.33,8,NA
TCK-00709,2026-04-20 13:49:00,2026-04-22 03:49:00,2026-W16,Change Request,P3,Resolved,Quality System,ATD,Email,Engineer 13,Engineer 13,6.61,72,Normal Change
TCK-00710,2026-05-19 09:53:00,2026-05-21 21:53:00,2026-W20,Change Request,P3,Closed,HR System,AC,Service Portal,Engineer 02,Engineer 02,9.09,72,Standard Change
TCK-00711,2026-06-02 19:00:00,,2026-W22,Change Request,P3,Pending,API Gateway,ATD II,Email,Engineer 13,Engineer 01,12.58,72,Standard Change
TCK-00712,2026-06-01 09:31:00,2026-06-02 01:31:00,2026-W22,Change Request,P3,Closed,SAP,ATD,Email,Engineer 09,Engineer 09,18.86,72,Normal Change
TCK-00713,2026-05-29 22:00:00,,2026-W21,Incident,P1,Pending,MES,ATJ,Email,Engineer 02,Engineer 14,1.09,8,NA
TCK-00714,2026-06-02 07:00:00,,2026-W22,Change Request,P3,In Progress,HR System,ATD II,Service Portal,Engineer 11,Engineer 07,15.65,72,Standard Change
TCK-00715,2026-04-04 11:35:00,2026-04-06 19:35:00,2026-W13,Change Request,P2,Cancelled,SAP,AC,Email,Engineer 09,Engineer 02,3.33,24,Emergency Change
TCK-00716,2026-06-03 06:00:00,,2026-W22,Service Request,P3,Pending,SAP,AC,Phone,Engineer 04,Engineer 08,11.9,72,NA
TCK-00717,2026-05-11 08:47:00,2026-05-14 18:47:00,2026-W19,Incident,P4,Closed,HR System,AC,Teams,Engineer 03,Engineer 03,29.57,120,NA
TCK-00718,2026-05-22 15:00:00,2026-05-22 23:00:00,2026-W20,Incident,P4,Closed,WMS,AC,Monitoring,Engineer 02,Engineer 02,6.21,120,NA
TCK-00719,2026-06-01 20:00:00,,2026-W22,Change Request,P4,Pending,MES,ATD,Teams,Engineer 08,Engineer 10,4.21,120,Normal Change
TCK-00720,2026-06-01 14:00:00,,2026-W22,Incident,P2,In Progress,Finance System,ATD II,Monitoring,Engineer 10,Engineer 08,1.12,24,NA
TCK-00721,2026-06-02 07:00:00,,2026-W22,Incident,P3,In Progress,MES,ATD II,Email,Engineer 06,Engineer 02,9.69,72,NA
TCK-00722,2026-06-03 23:00:00,,2026-W22,Incident,P2,Pending,HR System,ATD,Email,Engineer 04,Engineer 03,2.92,24,NA
TCK-00723,2026-05-10 17:18:00,2026-05-12 19:18:00,2026-W19,Service Request,P2,Resolved,SAP,ATJ,Phone,Engineer 07,Engineer 07,2.2,24,NA
TCK-00724,2026-06-03 03:00:00,,2026-W22,Service Request,P3,In Progress,AP Portal,ATJ,Service Portal,Engineer 15,Engineer 03,7.24,72,NA
TCK-00725,2026-06-04 02:00:00,,2026-W22,Incident,P2,In Progress,Quality System,ATJ,Email,Engineer 18,Engineer 18,1.23,24,NA
TCK-00726,2026-04-17 19:07:00,2026-04-19 11:07:00,2026-W15,Incident,P1,Closed,AP Portal,ATD,Service Portal,Engineer 11,Engineer 11,2.17,8,NA
TCK-00727,2026-05-14 10:49:00,2026-05-16 08:49:00,2026-W19,Incident,P2,Closed,WMS,AC,Teams,Engineer 14,Engineer 14,4.72,24,NA
TCK-00728,2026-06-03 13:54:00,,2026-W22,Hot Fix,P3,In Progress,SAP,ATD,Phone,Engineer 07,Engineer 15,5.82,72,NA
TCK-00729,2026-05-05 15:19:00,2026-05-10 00:19:00,2026-W18,Service Request,P3,Resolved,WMS,ATD,Service Portal,Engineer 08,Engineer 08,11.93,72,NA
TCK-00730,2026-06-03 09:00:00,,2026-W22,Hot Fix,P1,Pending,WMS,ATD,Monitoring,Engineer 09,Engineer 07,1.69,8,NA
TCK-00731,2026-06-03 22:00:00,,2026-W22,Incident,P4,Pending,API Gateway,ATD,Email,Engineer 11,Engineer 16,27.56,120,NA
TCK-00732,2026-06-01 18:00:00,,2026-W22,Service Request,P3,Open,HR System,ATD,Phone,Engineer 06,Engineer 07,6.3,72,NA
TCK-00733,2026-05-30 10:00:00,2026-06-01 18:00:00,2026-W21,Incident,P4,Resolved,HR System,ATD II,Teams,Engineer 01,Engineer 01,13.95,120,NA
TCK-00734,2026-06-03 13:00:00,,2026-W22,Incident,P2,In Progress,MES,ATD,Service Portal,Engineer 09,Engineer 03,4.59,24,NA
TCK-00735,2026-06-03 04:00:00,,2026-W22,Incident,P3,In Progress,MES,ATJ,Phone,Engineer 12,Engineer 06,5.64,72,NA
TCK-00736,2026-05-31 09:00:00,,2026-W22,Incident,P3,Pending,SAP,ATJ,Monitoring,Engineer 15,Engineer 09,9.51,72,NA
TCK-00737,2026-05-13 10:07:00,2026-05-15 16:07:00,2026-W19,Change Request,P2,Closed,API Gateway,ATD,Teams,Engineer 18,Engineer 18,3.3,24,Emergency Change
TCK-00738,2026-06-01 13:00:00,,2026-W22,Hot Fix,P1,Open,API Gateway,ATD II,Teams,Engineer 15,Engineer 15,0.89,8,NA
TCK-00739,2026-05-10 12:22:00,2026-05-12 03:22:00,2026-W19,Incident,P4,Resolved,Finance System,ATD,Email,Engineer 06,Engineer 06,12.24,120,NA
TCK-00740,2026-05-19 18:51:00,2026-05-23 18:51:00,2026-W20,Incident,P3,Resolved,Finance System,ATD,Email,Engineer 01,Engineer 01,7.22,72,NA
TCK-00741,2026-06-04 13:00:00,,2026-W22,Change Request,P1,Pending,Quality System,ATJ,Teams,Engineer 08,Engineer 02,1.21,8,Normal Change
TCK-00742,2026-06-04 01:00:00,,2026-W22,Incident,P3,Open,Finance System,ATD,Service Portal,Engineer 09,Engineer 18,7.11,72,NA
TCK-00743,2026-06-02 20:00:00,,2026-W22,Incident,P2,Pending,MES,ATD II,Teams,Engineer 06,Engineer 16,3.86,24,NA
TCK-00744,2026-03-23 14:01:00,2026-03-25 05:01:00,2026-W12,Incident,P2,Closed,API Gateway,AC,Service Portal,Engineer 07,Engineer 07,3.76,24,NA
TCK-00745,2026-04-20 17:43:00,2026-04-26 22:43:00,2026-W16,Hot Fix,P4,Cancelled,HR System,ATD II,Monitoring,Engineer 06,Engineer 07,24.35,120,NA
TCK-00746,2026-06-03 15:01:00,2026-06-03 18:01:00,2026-W22,Incident,P3,Cancelled,Finance System,ATJ,Teams,Engineer 08,Engineer 14,11.19,72,NA
TCK-00747,2026-03-31 16:12:00,2026-04-02 11:12:00,2026-W13,Incident,P1,Resolved,SAP,ATJ,Email,Engineer 05,Engineer 05,0.86,8,NA
TCK-00748,2026-05-31 12:00:00,,2026-W22,Incident,P3,Open,API Gateway,ATD,Phone,Engineer 11,Engineer 02,5.98,72,NA
TCK-00749,2026-04-22 09:50:00,2026-04-24 12:50:00,2026-W16,Change Request,P2,Resolved,Quality System,ATD,Service Portal,Engineer 13,Engineer 13,3.8,24,Normal Change
TCK-00750,2026-06-03 01:00:00,,2026-W22,Change Request,P3,In Progress,HR System,ATD II,Service Portal,Engineer 12,Engineer 13,4.86,72,Emergency Change
TCK-00751,2026-04-02 14:18:00,2026-04-05 09:18:00,2026-W13,Incident,P3,Resolved,HR System,ATD II,Service Portal,Engineer 01,Engineer 01,3.74,72,NA
TCK-00752,2026-05-30 18:00:00,,2026-W21,Incident,P4,In Progress,SAP,ATJ,Teams,Engineer 18,Engineer 11,23.05,120,NA
TCK-00753,2026-04-12 17:17:00,2026-04-12 23:17:00,2026-W15,Incident,P3,Closed,WMS,ATJ,Teams,Engineer 08,Engineer 08,8.37,72,NA
TCK-00754,2026-04-09 19:13:00,2026-04-10 20:13:00,2026-W14,Service Request,P2,Resolved,Quality System,AC,Monitoring,Engineer 03,Engineer 03,3.37,24,NA
TCK-00755,2026-06-03 05:00:00,,2026-W22,Change Request,P3,Pending,MES,ATJ,Email,Engineer 06,Engineer 13,5.63,72,Normal Change
TCK-00756,2026-05-30 03:00:00,,2026-W21,Hot Fix,P3,In Progress,MES,ATD II,Teams,Engineer 15,Engineer 15,11.87,72,NA
TCK-00757,2026-04-11 16:17:00,2026-04-13 05:17:00,2026-W14,Change Request,P3,Resolved,SAP,ATJ,Teams,Engineer 09,Engineer 09,13.67,72,Standard Change
TCK-00758,2026-03-18 08:05:00,2026-03-18 09:05:00,2026-W11,Change Request,P2,Resolved,Finance System,ATD II,Phone,Engineer 13,Engineer 13,2.68,24,Emergency Change
TCK-00759,2026-05-31 05:00:00,,2026-W22,Change Request,P3,Pending,MES,ATD II,Monitoring,Engineer 16,Engineer 01,10.72,72,Standard Change
TCK-00760,2026-05-25 08:15:00,2026-05-25 15:15:00,2026-W21,Incident,P2,Resolved,Quality System,ATD II,Teams,Engineer 12,Engineer 12,1.6,24,NA
TCK-00761,2026-06-02 23:00:00,,2026-W22,Incident,P2,In Progress,Finance System,AC,Monitoring,Engineer 14,Engineer 18,3.74,24,NA
TCK-00762,2026-06-04 13:00:00,,2026-W22,Incident,P1,Open,Finance System,ATD,Phone,Engineer 10,Engineer 13,0.89,8,NA
TCK-00763,2026-05-08 10:40:00,2026-05-11 14:40:00,2026-W18,Change Request,P3,Closed,AP Portal,ATD II,Teams,Engineer 04,Engineer 04,15.28,72,Normal Change
TCK-00764,2026-06-01 23:00:00,,2026-W22,Incident,P3,In Progress,AP Portal,ATD,Monitoring,Engineer 02,Engineer 17,13.13,72,NA
TCK-00765,2026-05-29 02:00:00,,2026-W21,Change Request,P3,Pending,Quality System,ATD II,Phone,Engineer 07,Engineer 18,14.68,72,Standard Change
TCK-00766,2026-06-01 04:00:00,,2026-W22,Incident,P3,In Progress,AP Portal,AC,Phone,Engineer 03,Engineer 15,4.29,72,NA
TCK-00767,2026-04-17 14:07:00,2026-04-20 19:07:00,2026-W15,Incident,P3,Closed,API Gateway,ATD,Teams,Engineer 18,Engineer 18,12.75,72,NA
TCK-00768,2026-03-25 14:50:00,2026-03-25 15:50:00,2026-W12,Service Request,P2,Resolved,MES,AC,Phone,Engineer 06,Engineer 06,1.34,24,NA
TCK-00769,2026-06-03 23:00:00,,2026-W22,Change Request,P3,Pending,SAP,ATJ,Phone,Engineer 09,Engineer 01,9.0,72,Normal Change
TCK-00770,2026-03-27 10:30:00,2026-03-28 14:30:00,2026-W12,Hot Fix,P3,Resolved,WMS,ATD,Monitoring,Engineer 14,Engineer 14,5.5,72,NA
TCK-00771,2026-06-04 06:00:00,,2026-W22,Incident,P3,In Progress,MES,ATJ,Monitoring,Engineer 09,Engineer 06,6.98,72,NA
TCK-00772,2026-06-02 08:00:00,,2026-W22,Incident,P3,In Progress,Finance System,ATJ,Phone,Engineer 09,Engineer 01,8.94,72,NA
TCK-00773,2026-05-28 18:41:00,2026-05-28 19:41:00,2026-W21,Change Request,P4,Resolved,SAP,ATJ,Email,Engineer 09,Engineer 09,6.41,120,Standard Change
TCK-00774,2026-04-01 14:35:00,2026-04-04 19:35:00,2026-W13,Service Request,P2,Closed,AP Portal,ATD II,Service Portal,Engineer 11,Engineer 11,6.78,24,NA
TCK-00775,2026-04-26 13:14:00,2026-04-28 18:14:00,2026-W17,Incident,P4,Closed,MES,AC,Phone,Engineer 10,Engineer 10,13.18,120,NA
TCK-00776,2026-04-06 08:19:00,2026-04-07 01:19:00,2026-W14,Incident,P1,Closed,HR System,ATD,Monitoring,Engineer 01,Engineer 01,1.29,8,NA
TCK-00777,2026-06-03 16:00:00,,2026-W22,Service Request,P2,Open,API Gateway,ATD,Phone,Engineer 13,Engineer 02,3.51,24,NA
TCK-00778,2026-05-03 09:51:00,2026-05-04 15:51:00,2026-W18,Service Request,P2,Resolved,MES,ATJ,Teams,Engineer 16,Engineer 16,2.81,24,NA
TCK-00779,2026-06-03 20:00:00,,2026-W22,Incident,P3,Pending,Quality System,ATJ,Email,Engineer 17,Engineer 13,16.58,72,NA
TCK-00780,2026-06-02 22:00:00,,2026-W22,Hot Fix,P4,In Progress,SAP,AC,Monitoring,Engineer 16,Engineer 05,20.4,120,NA
TCK-00781,2026-06-02 21:00:00,,2026-W22,Incident,P3,Open,Finance System,ATD,Phone,Engineer 11,Engineer 07,2.19,72,NA
TCK-00782,2026-05-30 06:00:00,,2026-W21,Incident,P3,Pending,AP Portal,AC,Email,Engineer 03,Engineer 14,4.99,72,NA
TCK-00783,2026-03-18 10:02:00,2026-03-22 04:02:00,2026-W11,Incident,P3,Resolved,HR System,ATD,Teams,Engineer 03,Engineer 03,13.32,72,NA
TCK-00784,2026-06-01 05:00:00,,2026-W22,Incident,P3,In Progress,MES,ATJ,Service Portal,Engineer 15,Engineer 10,14.93,72,NA
TCK-00785,2026-03-24 15:29:00,2026-03-26 13:29:00,2026-W12,Service Request,P4,Cancelled,WMS,ATD,Service Portal,Engineer 06,Engineer 10,26.25,120,NA
TCK-00786,2026-04-01 18:53:00,2026-04-04 11:53:00,2026-W13,Service Request,P3,Resolved,WMS,ATD,Monitoring,Engineer 14,Engineer 14,15.2,72,NA
TCK-00787,2026-06-01 15:00:00,,2026-W22,Service Request,P3,Open,SAP,ATJ,Teams,Engineer 01,Engineer 12,2.9,72,NA
TCK-00788,2026-05-10 10:14:00,2026-05-14 03:14:00,2026-W19,Service Request,P3,Closed,API Gateway,ATJ,Phone,Engineer 08,Engineer 08,10.92,72,NA
TCK-00789,2026-05-30 04:00:00,,2026-W21,Incident,P4,Pending,SAP,ATD,Phone,Engineer 10,Engineer 04,15.39,120,NA
TCK-00790,2026-04-24 19:23:00,2026-04-25 03:23:00,2026-W16,Incident,P4,Closed,SAP,ATJ,Phone,Engineer 04,Engineer 04,11.21,120,NA
TCK-00791,2026-06-01 10:00:00,,2026-W22,Change Request,P3,Pending,MES,ATD,Monitoring,Engineer 08,Engineer 09,8.21,72,Normal Change
TCK-00792,2026-05-24 19:00:00,,2026-W21,Incident,P4,In Progress,WMS,AC,Teams,Engineer 18,Engineer 16,16.41,120,NA
TCK-00793,2026-03-17 14:57:00,2026-03-18 08:57:00,2026-W11,Incident,P1,Resolved,Finance System,ATD II,Email,Engineer 05,Engineer 05,1.68,8,NA
TCK-00794,2026-05-22 12:37:00,2026-05-22 23:37:00,2026-W20,Hot Fix,P3,Closed,API Gateway,ATJ,Phone,Engineer 11,Engineer 11,9.51,72,NA
TCK-00795,2026-05-09 08:16:00,2026-05-10 11:16:00,2026-W18,Incident,P3,Resolved,WMS,ATD,Email,Engineer 12,Engineer 12,14.59,72,NA
TCK-00796,2026-06-01 08:00:00,,2026-W22,Service Request,P3,In Progress,WMS,ATJ,Monitoring,Engineer 15,Engineer 04,7.32,72,NA
TCK-00797,2026-06-02 16:00:00,,2026-W22,Incident,P3,In Progress,Finance System,ATJ,Monitoring,Engineer 15,Engineer 08,3.83,72,NA
TCK-00798,2026-05-19 10:51:00,2026-05-19 21:51:00,2026-W20,Service Request,P2,Closed,MES,ATD II,Monitoring,Engineer 15,Engineer 15,5.61,24,NA
TCK-00799,2026-04-09 12:55:00,2026-04-14 07:55:00,2026-W14,Service Request,P4,Resolved,Quality System,ATD II,Service Portal,Engineer 03,Engineer 03,7.1,120,NA
TCK-00800,2026-05-30 20:00:00,,2026-W21,Incident,P4,Pending,Quality System,AC,Email,Engineer 17,Engineer 12,13.75,120,NA
TCK-00801,2026-06-04 13:00:00,,2026-W22,Incident,P2,Open,Quality System,AC,Service Portal,Engineer 03,Engineer 08,0.66,24,NA
TCK-00802,2026-06-03 22:00:00,,2026-W22,Incident,P2,Pending,HR System,ATD II,Email,Engineer 16,Engineer 15,3.31,24,NA
TCK-00803,2026-05-10 19:27:00,2026-05-11 18:27:00,2026-W19,Incident,P2,Closed,HR System,ATD,Phone,Engineer 13,Engineer 13,3.33,24,NA
TCK-00804,2026-05-31 18:00:00,,2026-W22,Service Request,P4,Open,AP Portal,ATD,Email,Engineer 17,Engineer 08,16.29,120,NA
TCK-00805,2026-05-30 22:00:00,,2026-W21,Change Request,P3,Pending,AP Portal,ATJ,Phone,Engineer 08,Engineer 10,14.11,72,Normal Change
TCK-00806,2026-05-31 18:00:00,,2026-W22,Incident,P3,Pending,API Gateway,ATD II,Monitoring,Engineer 17,Engineer 02,13.53,72,NA
TCK-00807,2026-06-01 04:00:00,,2026-W22,Hot Fix,P3,In Progress,AP Portal,ATD,Email,Engineer 06,Engineer 02,11.5,72,NA
TCK-00808,2026-04-14 19:45:00,2026-04-19 06:45:00,2026-W15,Incident,P3,Resolved,SAP,ATD II,Email,Engineer 05,Engineer 05,3.57,72,NA
TCK-00809,2026-03-28 11:13:00,2026-03-31 20:13:00,2026-W12,Incident,P3,Resolved,HR System,ATD II,Service Portal,Engineer 01,Engineer 01,1.11,72,NA
TCK-00810,2026-05-10 11:14:00,2026-05-18 11:14:00,2026-W19,Service Request,P3,Closed,API Gateway,ATJ,Monitoring,Engineer 06,Engineer 06,12.12,72,NA
TCK-00811,2026-03-20 19:21:00,2026-03-23 01:21:00,2026-W11,Change Request,P3,Resolved,HR System,AC,Monitoring,Engineer 02,Engineer 02,7.41,72,Normal Change
TCK-00812,2026-06-02 06:00:00,,2026-W22,Incident,P2,In Progress,MES,ATJ,Email,Engineer 14,Engineer 17,2.43,24,NA
TCK-00813,2026-06-04 07:00:00,,2026-W22,Service Request,P3,In Progress,API Gateway,AC,Phone,Engineer 18,Engineer 09,6.3,72,NA
TCK-00814,2026-04-27 08:31:00,2026-05-01 02:31:00,2026-W17,Service Request,P3,Resolved,HR System,AC,Service Portal,Engineer 11,Engineer 11,8.24,72,NA
TCK-00815,2026-06-02 04:00:00,,2026-W22,Incident,P2,Pending,API Gateway,ATD II,Email,Engineer 06,Engineer 04,4.56,24,NA
TCK-00816,2026-06-02 12:00:00,,2026-W22,Service Request,P3,In Progress,MES,ATD II,Service Portal,Engineer 03,Engineer 05,13.88,72,NA
TCK-00817,2026-06-02 20:00:00,,2026-W22,Change Request,P2,Pending,WMS,ATD II,Teams,Engineer 13,Engineer 14,0.25,24,Standard Change
TCK-00818,2026-05-30 12:00:00,,2026-W21,Incident,P4,Open,API Gateway,AC,Phone,Engineer 07,Engineer 14,13.58,120,NA
TCK-00819,2026-05-25 01:00:00,,2026-W21,Hot Fix,P4,Open,SAP,ATD II,Monitoring,Engineer 01,Engineer 12,17.95,120,NA
TCK-00820,2026-05-31 19:00:00,,2026-W22,Incident,P3,Pending,Quality System,ATJ,Email,Engineer 07,Engineer 15,12.11,72,NA
TCK-00821,2026-05-25 09:03:00,2026-05-26 07:03:00,2026-W21,Service Request,P4,Closed,MES,ATD II,Phone,Engineer 10,Engineer 10,24.51,120,NA
TCK-00822,2026-04-08 11:57:00,2026-04-10 14:57:00,2026-W14,Change Request,P2,Closed,HR System,AC,Teams,Engineer 17,Engineer 17,1.87,24,Normal Change
TCK-00823,2026-05-27 18:59:00,2026-05-29 22:59:00,2026-W21,Service Request,P2,Resolved,API Gateway,AC,Teams,Engineer 17,Engineer 17,4.45,24,NA
TCK-00824,2026-06-03 06:00:00,,2026-W22,Service Request,P3,Open,AP Portal,ATJ,Monitoring,Engineer 13,Engineer 15,19.95,72,NA
TCK-00825,2026-06-01 00:00:00,,2026-W22,Incident,P3,In Progress,API Gateway,ATD,Email,Engineer 12,Engineer 01,9.5,72,NA
TCK-00826,2026-06-01 23:00:00,,2026-W22,Incident,P4,Open,AP Portal,ATD,Service Portal,Engineer 04,Engineer 06,28.1,120,NA
TCK-00827,2026-05-04 08:12:00,2026-05-06 22:12:00,2026-W18,Service Request,P3,Resolved,MES,ATD,Teams,Engineer 05,Engineer 05,11.62,72,NA
TCK-00828,2026-05-30 23:00:00,,2026-W21,Incident,P4,Pending,SAP,ATD II,Monitoring,Engineer 14,Engineer 03,15.11,120,NA
TCK-00829,2026-06-04 13:00:00,,2026-W22,Incident,P4,In Progress,SAP,ATD,Service Portal,Engineer 04,Engineer 05,13.8,120,NA
TCK-00830,2026-05-12 08:52:00,2026-05-13 09:52:00,2026-W19,Incident,P4,Closed,WMS,ATD,Teams,Engineer 02,Engineer 02,8.23,120,NA
TCK-00831,2026-05-15 16:49:00,2026-05-17 04:49:00,2026-W19,Incident,P1,Closed,API Gateway,AC,Email,Engineer 10,Engineer 10,1.92,8,NA
TCK-00832,2026-04-09 14:16:00,2026-04-12 01:16:00,2026-W14,Service Request,P3,Resolved,API Gateway,ATD II,Service Portal,Engineer 08,Engineer 08,7.54,72,NA
TCK-00833,2026-03-29 12:10:00,2026-03-30 23:10:00,2026-W13,Service Request,P3,Closed,SAP,AC,Email,Engineer 03,Engineer 03,8.79,72,NA
TCK-00834,2026-05-13 11:39:00,2026-05-15 11:39:00,2026-W19,Incident,P4,Resolved,WMS,ATD,Email,Engineer 08,Engineer 08,14.65,120,NA
TCK-00835,2026-05-08 19:13:00,2026-05-09 10:13:00,2026-W18,Change Request,P3,Closed,Quality System,AC,Monitoring,Engineer 12,Engineer 12,0.25,72,Standard Change
TCK-00836,2026-06-04 05:00:00,,2026-W22,Service Request,P4,In Progress,Finance System,ATD,Teams,Engineer 04,Engineer 17,7.04,120,NA
TCK-00837,2026-03-31 08:30:00,2026-04-11 01:30:00,2026-W13,Service Request,P4,Closed,SAP,ATD II,Phone,Engineer 14,Engineer 14,19.33,120,NA
TCK-00838,2026-03-17 17:03:00,2026-03-18 04:03:00,2026-W11,Incident,P4,Closed,Finance System,ATJ,Monitoring,Engineer 14,Engineer 14,15.24,120,NA
TCK-00839,2026-06-04 08:00:00,,2026-W22,Change Request,P2,Open,SAP,AC,Phone,Engineer 17,Engineer 05,5.75,24,Emergency Change
TCK-00840,2026-04-06 11:14:00,2026-04-09 02:14:00,2026-W14,Service Request,P3,Resolved,MES,ATD,Service Portal,Engineer 09,Engineer 09,9.37,72,NA
TCK-00841,2026-06-02 13:00:00,,2026-W22,Hot Fix,P3,In Progress,AP Portal,ATD,Monitoring,Engineer 09,Engineer 03,19.91,72,NA
TCK-00842,2026-06-01 22:00:00,,2026-W22,Service Request,P3,In Progress,SAP,ATD II,Service Portal,Engineer 13,Engineer 15,15.81,72,NA
TCK-00843,2026-05-29 19:00:00,,2026-W21,Incident,P4,Open,API Gateway,ATD,Teams,Engineer 05,Engineer 04,20.03,120,NA
TCK-00844,2026-06-01 01:00:00,,2026-W22,Hot Fix,P3,In Progress,Finance System,ATJ,Teams,Engineer 05,Engineer 05,11.7,72,NA
TCK-00845,2026-04-16 09:34:00,2026-04-20 07:34:00,2026-W15,Change Request,P4,Closed,SAP,ATD,Email,Engineer 02,Engineer 02,22.75,120,Normal Change
